A4D250	A4D250
P29972	Q96PS8
P29972	O94778
P54619	P54619
P54619	Q9UGJ0
P54619	Q9UGI9
P19021	P19021
P19021	Q5JS37
Q9Y426	Q9Y426
Q9Y426	O14523
Q4AC94	Q4AC94
Q9UDR5	Q9UDR5
P81605	P81605
O95876	O95876
P29692	P29692
P29692	Q658K8
P29692	P24534
P0C864	P0C864
Q16877	Q16877
Q16877	P16118
Q16877	O60825
Q16877	Q16875
O14944	O14944
O14944	P15514
O14944	Q6UW88
O14944	P35070
O14944	Q99075
O14944	Q9UIK5
O14944	Q8IYR6
O14944	P01135
O14944	Q8WWG1
A6NDY0	A6NDY0
A6NDY0	Q86U42
A6NDY0	Q4G0J3
A6NDY0	Q9Y4C8
A6NDY0	Q96H35
Q9UHG0	Q9UHG0
Q9UHG0	A8MYV0
Q9UHG0	A2VCK2
P04066	P04066
P04066	Q9BTY2
Q8IW50	Q8IW50
Q8IW50	Q5XKK7
Q9UNW8	Q9UNW8
Q9UNW8	Q15760
Q9UNW8	O15218
Q9UNW8	P25106
Q9UNW8	Q9BXC1
Q9UNW8	Q13304
Q9UNW8	P35414
Q9UNW8	P25105
Q9UNW8	O00398
Q8WVE0	Q8WVE0
Q86SP6	Q86SP6
Q9NZU1	Q9NZU1
Q9NZU1	Q9NZU0
Q9NZU1	O43155
Q9NZU1	Q6UXK2
Q9NZU1	Q9GZU5
Q9NZU1	O15335
Q9NZU1	Q9C0I9
Q9NZU1	O94769
Q9NZU1	Q96JM4
Q9NZU1	O95970
Q9NZU1	Q8N0V4
Q9NZU1	Q8N145
Q9NZU1	O94898
Q9NZU1	Q6UXM1
Q9NZU1	Q8N135
Q9NZU1	Q96JA1
Q9NZU1	P13224
Q9NZU1	P40197
Q9NZU1	Q8TF66
Q9NZU1	Q9NR97
Q9NZU1	Q9NYK1
Q9NZU1	Q96AG4
Q9NZU1	Q8IWK6
Q9NZU1	Q86SQ6
Q9NZU1	Q96PE1
Q9NZU1	Q6UY18
Q9NZU1	Q8WUT4
Q9NZU1	Q9ULH4
Q9NZU1	Q9P244
Q9NZU1	Q9BTN0
Q9NZU1	Q96NI6
Q9NZU1	Q6PJG9
Q9NZU1	P0C6S8
Q9NZU1	Q7L985
Q9NZU1	Q96FE5
Q9NZU1	O14498
Q9NZU1	A4D1F6
Q9NZU1	Q9BYS8
Q9NZU1	Q96II8
Q9NZU1	O75427
Q9NZU1	Q9Y2L9
Q9NZU1	Q5VUJ6
Q9NZU1	Q9UFC0
Q9NZU1	Q86X40
Q9NZU1	Q92626
Q9NZU1	Q9BWV1
Q9NZU1	Q4KMG0
Q9NZU1	Q9NRD9
Q9NZU1	Q9NRD8
Q9NZU1	P22079
Q9NZU1	P11678
Q9NZU1	P05164
Q9NZU1	P07202
Q9NZU1	Q8N9C0
Q9NZU1	Q96MS0
Q9NZU1	A1KZ92
Q9NZU1	Q58EX2
Q9NZU1	Q7Z5N4
Q9NZU1	P50895
Q9NZU1	Q2VWP7
Q9NZU1	Q8TDY8
Q9NZU1	Q8IVU1
Q9NZU1	Q7Z3B1
Q9NZU1	A6NGN9
Q9NZU1	Q13449
Q9NZU1	Q9P121
Q9NZU1	Q14982
Q9NZU1	O15394
Q9NZU1	P13591
Q9NZU1	Q8WZ75
Q9NZU1	Q9Y6N7
Q9NZU1	Q9HCK4
Q9NZU1	P23468
Q9NZU1	Q13332
Q9NZU1	P10586
Q9NZU1	P23219
Q9NZU1	P35354
Q9NZU1	Q9UPX0
Q9NZU1	Q8N441
Q9NZU1	Q9P2J2
Q9NZU1	P19320
Q9NZU1	Q8N0Z9
Q9NZU1	Q9UBM4
Q9NZU1	P20774
Q9NZU1	Q99645
Q9NZU1	Q96NW7
Q9NZU1	Q96RT1
Q9NZU1	Q68CR7
Q9NZU1	Q7Z5L7
Q9NZU1	Q6PEZ8
Q9NZU1	Q05C16
Q9NZU1	Q7Z4L9
A4GXA9	A4GXA9
A4GXA9	Q96AY2
Q8TAL5	Q8TAL5
Q9UGB4	Q9UGB4
Q9UBR5	Q9UBR5
Q9UBR5	Q8IZ96
Q9H3H3	Q9H3H3
Q6ZP68	Q6ZP68
Q9NYF8	Q9NYF8
Q9NYF8	A2AJT9
Q9NYF8	Q9Y2W1
Q96GX2	Q96GX2
Q96GX2	Q14CW9
Q9UQC9	Q9UQC9
Q9UQC9	Q14CN2
Q9UQC9	Q9Y6N3
Q9UQC9	A8K7I4
Q9H993	Q9H993
P53004	P53004
P11245	P11245
P11245	P18440
Q7Z7J9	Q7Z7J9
Q7Z7J9	Q96S95
Q9HBK9	Q9HBK9
Q96IX9	Q96IX9
Q9H8E8	Q9H8E8
Q6ZMM2	Q6ZMM2
Q6ZMM2	Q6UY14
Q6ZMM2	Q9H324
Q6ZMM2	Q9UKP5
Q6ZMM2	O15072
Q6ZMM2	O95450
Q6ZMM2	Q8WXS8
Q6ZMM2	P82987
Q6ZMM2	Q8TE56
Q6ZMM2	P59510
Q6ZMM2	Q9P2N4
Q6ZMM2	Q76LX8
Q6ZMM2	Q8TE57
Q6ZMM2	P58397
Q6ZMM2	Q8TE60
Q6ZMM2	Q8N6G6
Q6ZMM2	Q8TE59
Q6ZMM2	O95428
Q6ZMM2	Q9UPZ6
Q6ZMM2	Q9UKP4
Q5T5N4	Q5T5N4
Q8N5Z0	Q8N5Z0
Q9Y312	Q9Y312
P01350	P01350
Q9NRM1	Q9NRM1
Q96HJ9	Q96HJ9
Q9H8M9	Q9H8M9
Q9H8M9	Q9NVM1
Q9H8M9	P58658
O15544	O15544
Q8IV45	Q8IV45
O60384	O60384
Q9BZH6	Q9BZH6
Q9BRI3	Q9BRI3
Q9BRI3	Q8IWU4
Q9BRI3	Q99726
Q9BRI3	O14863
P55089	P55089
P55089	P06850
Q96LJ8	Q96LJ8
Q2TAM9	Q2TAM9
Q6FIF0	Q6FIF0
Q6FIF0	O76080
Q6FIF0	Q9H8U3
Q96NC0	Q96NC0
Q6I9Y2	Q6I9Y2
Q9P2P6	Q9P2P6
Q9P2P6	Q15058
Q9P2P6	Q96L93
Q6YI46	Q6YI46
Q9BSF0	Q9BSF0
Q6RVD6	Q6RVD6
Q8N6Q1	Q8N6Q1
Q8N6Q1	A8MYB1
Q8WUU8	Q8WUU8
Q15813	Q15813
Q15813	P23515
Q15813	Q99426
Q15813	Q5QJ74
Q9GZV3	Q9GZV3
Q9UID3	Q9UID3
O14894	O14894
O14894	P48230
O14894	Q96CE8
O14894	P30408
O14894	Q96DZ7
Q15393	Q15393
Q15393	Q10570
Q15393	Q16531
Q9UNL2	Q9UNL2
O94885	O94885
O94885	O75995
O94885	Q9NSI8
Q6NXT6	Q6NXT6
O95359	O95359
O95359	O75410
O95359	Q9Y6A5
Q9UJK0	Q9UJK0
Q9BSF4	Q9BSF4
Q5T011	Q5T011
Q9H173	Q9H173
Q96NB3	Q96NB3
Q6RFH5	Q6RFH5
Q9BTP6	Q9BTP6
Q9BTP6	Q96IU2
P01282	P01282
P01282	P18509
P01282	P01286
Q15649	Q15649
Q9Y5U2	Q9Y5U2
P68543	P68543
P68543	Q14CS0
P68543	Q9UNZ2
Q2M389	Q2M389
P40222	P40222
P40222	Q8N3L3
Q9HBM0	Q9HBM0
Q8N9U9	Q8N9U9
Q8N9U9	Q5T6R2
Q96I25	Q96I25
Q96I25	P0DN76
Q96I25	Q8WU68
Q96I25	Q01081
Q96I25	Q15695
Q96I25	Q15696
Q96I25	Q9UHX1
Q96I25	Q9BZC1
Q96I25	Q96J87
Q96I25	Q8N6W0
Q96I25	Q5SZQ8
Q96I25	Q92879
Q96I25	O95319
Q96I25	O43719
Q96I25	Q8TBY0
Q96I25	Q9NQ94
Q96I25	A0AV96
Q96I25	Q8IYX4
Q96I25	O60506
Q96I25	O43390
Q96I25	Q9Y388
Q96EC8	Q96EC8
Q96EC8	Q969M3
Q96EC8	Q8N8F6
O43257	O43257
Q96QK1	Q96QK1
Q96JC1	Q96JC1
Q96JC1	Q8WUH2
P08708	P08708
Q8IXH6	Q8IXH6
Q8IXH6	Q96A56
Q8TB22	Q8TB22
Q8IYD9	Q8IYD9
Q6IAA8	Q6IAA8
A2RU49	A2RU49
Q8N2G4	Q8N2G4
Q5VSG8	Q5VSG8
Q5VSG8	Q5SRI9
P57077	P57077
Q9H3P2	Q9H3P2
Q9NV39	Q9NV39
Q13113	Q13113
Q96D46	Q96D46
P57740	P57740
P39656	P39656
Q86UW1	Q86UW1
Q9BU61	Q9BU61
Q9H490	Q9H490
O15527	O15527
Q8WYR1	Q8WYR1
Q8WYR1	Q5UE93
P0C851	P0C851
O60542	O60542
O60542	P39905
O60542	Q99748
O60542	Q5T4W7
Q9H665	Q9H665
Q5HYC2	Q5HYC2
Q5HYC2	Q8NFC6
Q9NX47	Q9NX47
Q9NX47	Q8TCQ1
Q9NX47	Q5T0T0
Q9NX47	Q9P2E8
Q9NX47	Q86YJ5
Q9NX47	A6NNE9
Q8IUG5	Q8IUG5
Q8IUG5	Q92614
Q8IUG5	B0I1T2
Q8IUG5	O94832
Q8IUG5	Q8N1T3
Q8IUG5	O00159
Q8IUG5	Q9UBC5
Q8IUG5	O43795
Q8IUG5	Q96H55
Q8IUG5	Q9UKN7
Q8IUG5	O00160
Q8IUG5	Q12965
Q8IUG5	Q9UM54
Q8IUG5	Q9Y4I1
Q8IUG5	Q9ULV0
Q8IUG5	Q9NQX4
Q8IUG5	Q7Z406
Q8IUG5	P35749
Q8IUG5	P35580
Q8IUG5	P35579
Q8IUG5	Q96JP2
Q8IUG5	Q96EV2
Q8IUG5	Q8NEV4
Q8IUG5	Q92918
Q8IUG5	Q13459
Q8IUG5	Q8WXR4
Q8IUG5	B2RTY4
Q8IUG5	Q6PIF6
Q8IUG5	Q7Z2Y5
Q8IUG5	Q13402
Q8IUG5	Q13043
Q8IUG5	Q13188
Q8IUG5	Q9P289
Q8IUG5	Q9Y6E0
Q8IUG5	O00506
Q8IUG5	Q9UKE5
Q8IUG5	O95819
Q8IUG5	Q8N4C8
Q8IUG5	O94804
Q8IUG5	Q9H2G2
Q8WV74	Q8WV74
Q8WV74	P0C024
P09466	P09466
P09466	Q8WX39
Q8N7H5	Q8N7H5
O43847	O43847
O43847	P14735
Q8N3F0	Q8N3F0
P25208	P25208
P25208	Q9NRF9
P25208	Q01658
Q86W56	Q86W56
Q9Y3B8	Q9Y3B8
P16083	P16083
P16083	P15559
Q5SRE5	Q5SRE5
Q8NHV5	Q8NHV5
Q8TAP9	Q8TAP9
Q5H8A4	Q5H8A4
Q5H8A4	Q8TEQ8
Q5H8A4	O95427
Q8WV60	Q8WV60
Q8WV60	Q92552
Q00G26	Q00G26
Q00G26	O60240
Q00G26	O60664
Q00G26	Q99541
Q00G26	Q96Q06
Q14249	Q14249
Q14249	Q9Y2C4
Q53FV1	Q53FV1
Q53FV1	Q8N138
Q53FV1	Q9P0S3
Q99550	Q99550
A8MTL3	A8MTL3
Q96AB6	Q96AB6
P60602	P60602
Q14934	Q14934
Q14934	Q13469
Q14934	Q12968
Q14934	O95644
Q33E94	Q33E94
Q33E94	Q8HWS3
Q33E94	Q6ZV50
Q33E94	P48382
Q33E94	P48378
Q33E94	P48380
Q33E94	P22670
Q8N2A8	Q8N2A8
A5PKW4	A5PKW4
A5PKW4	Q9BQI7
A5PKW4	Q9NYI0
A5PKW4	Q8NDX1
Q9H307	Q9H307
P11686	P11686
O14893	O14893
Q9NWM3	Q9NWM3
Q7Z4J2	Q7Z4J2
Q7Z4J2	U3KPV4
Q7Z4J2	P16442
Q7Z4J2	Q8N5D6
Q96T91	Q96T91
O95872	O95872
Q8NBH2	Q8NBH2
Q99525	Q99525
Q99525	P62805
Q7Z353	Q7Z353
Q7Z353	P14859
Q7Z353	P20265
Q7Z353	P09086
Q7Z353	Q03052
Q7Z353	Q9UKI9
Q7Z353	P20264
Q7Z353	P28069
Q7Z353	P49335
Q7Z353	Q06416
Q7Z353	Q01860
Q7Z353	Q15319
Q7Z353	Q01851
Q7Z353	Q12837
Q7Z353	Q14863
Q7Z353	Q8N7G0
Q7Z353	P78424
Q96T17	Q96T17
Q96T17	Q8IWC1
Q96T17	Q14244
Q96T17	Q3KQU3
Q14D04	Q14D04
Q14696	Q14696
Q58FG1	Q58FG1
Q58FG1	Q58FG0
Q58FG1	Q14568
Q58FG1	Q58FF8
Q58FG1	P08238
Q58FG1	P07900
Q58FG1	Q58FF6
Q58FG1	Q58FF7
Q58FG1	Q58FF3
Q58FG1	P14625
Q58FG1	Q12931
P48506	P48506
Q9UJ83	Q9UJ83
Q9UJ83	A1L0T0
A6PVS8	A6PVS8
Q9H9L4	Q9H9L4
Q9Y546	Q9Y546
P07476	P07476
Q6BCY4	Q6BCY4
Q6BCY4	Q6IPT4
Q6BCY4	Q9UHQ9
Q6BCY4	P00387
Q6BCY4	Q96HP4
Q6BCY4	Q7L1T6
P51970	P51970
Q8TF01	Q8TF01
O75807	O75807
O75807	Q5SWA1
Q92535	Q92535
E5RQL4	E5RQL4
Q99613	Q99613
Q99613	B5ME19
Q5TYM5	Q5TYM5
Q5TYM5	H0Y354
Q5TYM5	Q86X60
Q5TYM5	Q6L9T8
Q9BY27	Q9BY27
Q9BY27	Q14129
P50395	P50395
P50395	P31150
P50395	P24386
P50395	P26374
P0CG08	P0CG08
P0CG08	B7ZAQ6
Q8WYQ4	Q8WYQ4
O95447	O95447
O95447	Q86VQ0
Q9NQ38	Q9NQ38
Q8NEV9	Q8NEV9
P46695	P46695
Q8NBF2	Q8NBF2
Q9BUL8	Q9BUL8
Q96F24	Q96F24
Q8N414	Q8N414
Q9H813	Q9H813
P19404	P19404
Q9NPE3	Q9NPE3
Q96NT5	Q96NT5
Q96NT5	Q7Z3Q1
Q96NT5	Q8NBP5
P03891	P03891
P03891	P03915
Q96MG8	Q96MG8
Q96MG8	Q9NV79
Q3B7T3	Q3B7T3
Q6ZN18	Q6ZN18
Q6NVV9	Q6NVV9
Q6NVV9	Q9Y3Q7
Q6NVV9	Q9UKF5
Q6NVV9	Q9UKJ8
Q6NVV9	O43506
Q6NVV9	Q8TC27
Q6NVV9	Q99965
Q6NVV9	Q9BZ11
Q6NVV9	O75077
Q6NVV9	O75078
Q6NVV9	Q13444
Q6NVV9	O14672
Q6NVV9	O43184
Q6NVV9	O15204
Q6NVV9	Q9H2U9
Q6NVV9	Q9H013
Q6NVV9	Q9UNA0
Q6NVV9	Q9UP79
Q6NVV9	Q9UKQ2
Q6NVV9	Q9UKF2
Q6NVV9	P78325
Q6NVV9	Q9P0K1
Q6NVV9	Q13443
Q6NVV9	P78536
Q7Z4T9	Q7Z4T9
Q9BUB4	Q9BUB4
Q9BUB4	P55265
Q9BUB4	Q8NCV1
Q9BUB4	Q96M93
Q9BUB4	Q9NS39
O60516	O60516
O60516	Q13542
O60516	Q13541
Q8IYY4	Q8IYY4
Q8IYY4	Q86YF9
O75319	O75319
O75319	O60942
Q9BSW2	Q9BSW2
Q9BSW2	Q8NDM7
Q9BSW2	Q8N4Y2
Q9UNN8	Q9UNN8
P49771	P49771
P04921	P04921
P04921	Q8N3J6
P04921	Q8NFZ8
P04921	Q8N126
P04921	Q9BY67
Q7L2H7	Q7L2H7
O75420	O75420
O75420	Q6Y7W6
Q96B26	Q96B26
Q96B26	Q15024
Q96B26	Q06265
P21333	P21333
P21333	O75369
P21333	Q14315
Q6UWH4	Q6UWH4
Q6UWH4	Q9UFP1
Q8WTU0	Q8WTU0
Q8WTU0	Q5TDH0
A4FU69	A4FU69
Q9UHY7	Q9UHY7
Q30KQ4	Q30KQ4
Q30KQ4	Q8N690
Q9H4G8	Q9H4G8
Q9H4G8	Q96FX2
Q8N0U4	Q8N0U4
Q9BZJ7	Q9BZJ7
Q9UHW5	Q9UHW5
Q9UHW5	Q9H9Y4
Q9UHW5	Q9HCN4
Q96RT7	Q96RT7
Q96RT7	Q9UGJ1
Q96RT7	Q9BSJ2
Q96RT7	Q96CW5
Q96RT7	Q96RT8
Q13868	Q13868
Q9UNN5	Q9UNN5
Q9UNN5	Q96CS3
Q9UNN5	O94888
Q9UNN5	O00124
A6NK44	A6NK44
Q9BWS9	Q9BWS9
C9J069	C9J069
A0A1B0GVN3	A0A1B0GVN3
P27544	P27544
P27544	Q96G23
P27544	Q9HA82
P27544	Q6ZMG9
P27544	Q8N5B7
P27544	Q8IU89
Q9GZT6	Q9GZT6
Q9GZT6	Q96AQ8
Q12904	Q12904
Q12904	P54577
Q9Y2D1	Q9Y2D1
Q9Y2D1	P18848
Q92989	Q92989
Q6ZUV0	Q6ZUV0
Q6ZUV0	O00154
Q8NEG2	Q8NEG2
Q96DP5	Q96DP5
Q63HQ0	Q63HQ0
Q9Y6Z2	Q9Y6Z2
Q9BXI3	Q9BXI3
Q9BXI3	Q96P26
Q4W5N1	Q4W5N1
O95822	O95822
O60883	O60883
O60883	O15354
O60883	P25101
O60883	P24530
O60883	Q9HB89
Q9UK85	Q9UK85
Q9NTX9	Q9NTX9
Q9NTX9	Q8IXS0
Q99518	Q99518
Q99518	P31512
Q99518	Q01740
Q99518	P31513
Q99518	O60774
Q99518	P49326
Q7Z3D6	Q7Z3D6
Q6NZ36	Q6NZ36
P49005	P49005
Q92917	Q92917
Q13491	Q13491
Q13491	P51674
Q13491	P60201
Q14674	Q14674
Q96K17	Q96K17
Q96K17	P20290
Q8WUE5	Q8WUE5
Q8WUE5	Q9BXT6
Q8TC20	Q8TC20
Q8NCU4	Q8NCU4
Q86X59	Q86X59
Q5T7M4	Q5T7M4
Q5T7M4	Q4G0M1
Q68DN1	Q68DN1
A6NGH7	A6NGH7
A8MZ97	A8MZ97
A6NMK7	A6NMK7
A6NMK7	O95639
A6NMK7	Q8WU90
A6NMK7	Q9H000
A6NMK7	Q13064
A6NMK7	Q9UHC7
A6NMK7	Q13434
A6NMK7	Q9H0J9
A6NMK7	Q7Z3E1
A6NMK7	Q9NR21
A6NMK7	Q460N3
A6NMK7	Q460N5
A6NMK7	Q53GL7
A6NMK7	Q96H79
A6NMK7	Q7Z2W4
A6NMK7	Q8N5P1
A6NMK7	P61129
A6NMK7	Q8IXZ2
Q7Z4H4	Q7Z4H4
P13798	P13798
Q9Y276	Q9Y276
Q9BPX7	Q9BPX7
Q9H3Z7	Q9H3Z7
Q9H3Z7	O95870
Q4VX62	Q4VX62
O43521	O43521
Q9Y478	Q9Y478
Q9Y478	O43741
P0DN25	P0DN25
P0DN25	Q96EU7
P0DN25	Q9NS00
Q13439	Q13439
Q13439	Q8IWJ2
Q13439	Q15431
Q5U5X8	Q5U5X8
Q5U5X8	Q8WU58
Q5T6J7	Q5T6J7
Q8WVC6	Q8WVC6
Q8WVC6	Q13057
O15287	O15287
Q8NHP7	Q8NHP7
A6NEL3	A6NEL3
A6NEL3	Q9NVL1
A6NEL3	P0C5J1
A6NEL3	Q8N7N1
A6NEL3	Q96G04
O15372	O15372
Q86WP2	Q86WP2
Q86WP2	Q9HC44
Q9BZ68	Q9BZ68
Q9BZ68	Q9BZ67
O75474	O75474
O75474	Q92837
Q6PK57	Q6PK57
Q6PK57	Q05193
Q6PK57	Q9UQ16
Q6PK57	P50570
Q6PK57	Q6ZS02
Q8TDJ6	Q8TDJ6
Q8TDJ6	Q9Y485
P99999	P99999
Q6UWR7	Q6UWR7
Q6UWR7	Q13822
Q6UWR7	O14638
Q6UWR7	P22413
Q6UWR7	Q6UWV6
Q6UWR7	Q9Y6X5
Q6UWR7	Q9UJA9
P49366	P49366
Q86T23	Q86T23
Q6ZUS5	Q6ZUS5
P59051	P59051
Q6ZR85	Q6ZR85
A6NCS6	A6NCS6
Q6ZN84	Q6ZN84
Q6UXH0	Q6UXH0
Q9NQ92	Q9NQ92
Q5BN46	Q5BN46
Q86UN6	Q86UN6
Q9P0B6	Q9P0B6
Q0VDD7	Q0VDD7
Q49AR2	Q49AR2
Q96JM3	Q96JM3
Q86XL3	Q86XL3
A0A1B0GVH6	A0A1B0GVH6
A1A5D9	A1A5D9
A1A5D9	Q6ZP65
Q15582	Q15582
Q15582	Q15063
Q8NI28	Q8NI28
Q00610	Q00610
Q00610	P53675
Q7RTS1	Q7RTS1
Q7RTS1	Q99929
Q7RTS1	P50553
Q7RTS1	Q96SQ7
Q7RTS1	Q12870
Q7RTS1	Q7RTU7
Q7RTS1	O43680
Q7RTS1	O60682
Q7RTS1	Q8WVJ9
Q7RTS1	Q15672
Q7RTS1	Q8N100
Q7RTS1	Q96RJ6
Q7RTS1	O96004
Q7RTS1	P61296
Q7RTS1	Q02575
Q7RTS1	Q02577
Q7RTS1	P17542
Q7RTS1	P12980
Q7RTS1	Q16559
Q7RTS1	Q7RTS3
Q7RTS1	Q8NDY6
Q7RTS1	Q7RTU3
Q7RTS1	Q13516
Q7RTS1	Q92858
Q7RTS1	Q8NFJ8
Q7RTS1	Q8TAK6
Q7RTS1	Q9Y4Z2
Q7RTS1	Q92886
Q7RTS1	Q15784
Q7RTS1	Q9HD90
Q7RTS1	Q96NK8
Q7RTS1	Q13562
Q7RTS1	Q9H2A3
Q8N865	Q8N865
O43313	O43313
Q8IZN7	Q8IZN7
Q66K64	Q66K64
Q9Y238	Q9Y238
Q9Y238	Q4G0P3
Q9Y238	Q4G0U5
Q96G46	Q96G46
Q96G46	O95620
Q96G46	Q6P1R4
Q96G46	Q9NX74
Q96G46	P26651
Q96G46	Q07352
Q96G46	P47974
Q9H816	Q9H816
Q9H816	Q96SD1
Q9H816	Q6PJP8
P0DMC3	P0DMC3
Q9NVF9	Q9NVF9
Q9NVF9	Q9Y259
Q9NVF9	P35790
Q9NVF9	Q9HBU6
Q8IYM0	Q8IYM0
Q8IYM0	A6NE01
Q96HY6	Q96HY6
P0C841	P0C841
Q9BWC9	Q9BWC9
Q8N715	Q8N715
Q8N715	Q9NQR7
Q9Y3X0	Q9Y3X0
Q9Y3X0	Q6ZUT6
A7E2U8	A7E2U8
B2RXH4	B2RXH4
B2RXH4	Q9Y2M5
B2RXH4	Q14145
B2RXH4	Q9UH77
B2RXH4	O95198
B2RXH4	Q9NXS3
B2RXH4	Q53G59
B2RXH4	Q6TDP4
B2RXH4	Q9Y573
B2RXH4	Q9C0H6
B2RXH4	Q9NR64
B2RXH4	Q96PQ7
B2RXH4	Q8N4N3
B2RXH4	Q9P2J3
B2RXH4	Q9P2N7
B2RXH4	Q53HC5
B2RXH4	Q8IYD2
B2RXH4	Q8IXV7
B2RXH4	Q6TFL4
B2RXH4	O15062
B2RXH4	Q8WZ60
B2RXH4	Q8NBE8
B2RXH4	Q6PF15
B2RXH4	O14682
B2RXH4	Q9H0H3
B2RXH4	Q53GT1
B2RXH4	Q8N239
B2RXH4	Q9P2G3
B2RXH4	Q9H511
B2RXH4	Q9P2K6
B2RXH4	A1YPR0
B2RXH4	Q96NJ5
B2RXH4	O95365
B2RXH4	Q66K89
B2RXH4	P49711
B2RXH4	Q8NI51
B2RXH4	Q13887
B2RXH4	Q9Y4X4
B2RXH4	P57682
B2RXH4	Q99612
B2RXH4	O75840
B2RXH4	O95600
B2RXH4	O00110
B2RXH4	O95625
B2RXH4	Q9NQ03
B2RXH4	Q9BWW7
B2RXH4	P37275
B2RXH4	O60315
B2RXH4	Q3KNW1
B2RXH4	O43623
B2RXH4	O95863
B2RXH4	Q9Y2X9
B2RXH4	P08048
B2RXH4	P17010
B2RXH4	O14867
B2RXH4	Q9BYV9
P0C671	P0C671
Q9NPC3	Q9NPC3
Q8IYT3	Q8IYT3
Q96LT7	Q96LT7
O75718	O75718
O75718	Q92791
O75718	Q8IVL5
O75718	Q8IVL6
O75718	Q32P28
O75718	Q7Z4N8
O75718	Q9NXG6
O75718	P13674
O75718	O15460
Q6TDU7	Q6TDU7
Q9H693	Q9H693
Q13137	Q13137
Q13137	Q86VP1
Q13137	Q9P1Z2
P26441	P26441
Q9Y6J0	Q9Y6J0
P0DPE3	P0DPE3
P0C6P0	P0C6P0
Q96G01	Q96G01
Q96G01	Q8TD16
Q7Z7G1	Q7Z7G1
Q7Z7G1	Q13094
Q7Z7G1	Q92569
Q7Z7G1	P27986
Q7Z7G1	O00459
Q1HG44	Q1HG44
Q1HG44	Q1HG43
Q9NYK6	Q9NYK6
Q5JRM2	Q5JRM2
Q8IYI6	Q8IYI6
P12838	P12838
P12838	Q01524
P12838	Q01523
P12838	P59665
P12838	P59666
Q9NWN3	Q9NWN3
Q9NWN3	Q6PJ61
A0PK11	A0PK11
A0PK11	P58418
A5YM72	A5YM72
Q86UF4	Q86UF4
P11912	P11912
P11912	Q86YT9
P38398	P38398
A6NCJ1	A6NCJ1
P10176	P10176
Q8WV93	Q8WV93
Q9H6S1	Q9H6S1
Q9H6S1	A7MCY6
Q9H6S1	Q92844
P00846	P00846
P23582	P23582
Q53TS8	Q53TS8
Q5VZ89	Q5VZ89
Q5VZ89	O75064
Q5VZ89	Q7Z401
Q5VZ89	Q8WXG6
Q5VZ89	Q6ZUT9
Q5VZ89	Q6IQ26
Q5VZ89	A2RUS2
Q5VZ89	Q9H6A0
Q5VZ89	P78524
Q5VZ89	Q68D51
Q5VZ89	Q9ULE3
Q8IVS2	Q8IVS2
Q8N8Q3	Q8N8Q3
Q8N2C3	Q8N2C3
Q8N2C3	Q96QD5
Q8N2C3	Q8WUY9
Q8N2C3	Q5TB30
P35663	P35663
P35663	Q14093
P46976	P46976
P46976	O15488
Q49A26	Q49A26
Q49A26	P51858
Q49A26	Q9Y3E1
Q49A26	Q5TGJ6
Q49A26	O75475
Q49A26	Q7Z4V5
Q49A26	P31937
O43766	O43766
Q5VV43	Q5VV43
Q5VV43	Q8IZA0
Q5VV43	Q86VZ4
Q9BT23	Q9BT23
Q9BT23	Q9UHB6
Q1ZYL8	Q1ZYL8
Q9NPI9	Q9NPI9
Q9NPI9	P48051
Q9NPI9	P48544
Q9NPI9	Q92806
Q9NPI9	P48549
Q9NPI9	O60928
Q9NPI9	Q14654
Q9NPI9	Q15842
Q9NPI9	Q99712
Q9NPI9	P78508
Q9NPI9	P48048
Q9NPI9	P48050
Q9NPI9	B7U540
Q9NPI9	Q14500
Q9NPI9	P63252
Q9NPI9	Q9UNX9
Q14728	Q14728
Q71DI3	Q71DI3
Q71DI3	P0DPK2
Q71DI3	P0DPK5
Q71DI3	Q6NXT2
Q71DI3	P68431
Q71DI3	P84243
Q71DI3	Q16695
Q71DI3	P49450
Q6UX01	Q6UX01
Q6UX01	Q8WVP7
Q96HW7	Q96HW7
Q9H2I8	Q9H2I8
Q9H2I8	O43822
Q9H2I8	P09661
Q9H0U3	Q9H0U3
Q9H0U3	Q13454
Q9P266	Q9P266
H3BQJ8	H3BQJ8
Q9Y5R4	Q9Y5R4
O14645	O14645
Q9NZL9	Q9NZL9
Q9Y2I1	Q9Y2I1
P08473	P08473
P08473	Q495T6
P08473	P42892
P08473	P0DPD6
P08473	P0DPD8
P08473	O95672
P08473	P23276
P08473	P78562
Q8IXH7	Q8IXH7
O60524	O60524
Q5FWE3	Q5FWE3
Q5FWE3	C9JH25
Q96I23	Q96I23
Q00LT1	Q00LT1
P0DI83	P0DI83
Q86XR5	Q86XR5
Q9UMS0	Q9UMS0
Q3MIW9	Q3MIW9
Q9BSJ6	Q9BSJ6
Q9ULC0	Q9ULC0
Q8NEY8	Q8NEY8
O77932	O77932
Q86W67	Q86W67
Q86W67	P0C875
Q9H3C7	Q9H3C7
Q9BZE7	Q9BZE7
Q9HB96	Q9HB96
Q8TAL6	Q8TAL6
O43427	O43427
Q7Z6M2	Q7Z6M2
Q7Z6M2	O75426
P62310	P62310
P62310	Q9Y4Y9
P62310	P62316
P24394	P24394
Q96CP2	Q96CP2
Q96CP2	Q4VC44
A0A1B0GVD1	A0A1B0GVD1
A0A1B0GVD1	A0A1B0GTK4
